Fe1,Fe2,Fe3,Fe4,Fe5,Fe6,Fe7,Fe8,Fe9,Fe10,Fe11,Fe12,Target
9.93094980952676,-22.81201992841513,-5.245618163424509,-4.551693060762105,-1.2789869100106177,-8.677807251697473,0.9454872749335552,-6.447218032906829,-4.115502063913044,3.692619289836931,-1.2894409256525936,-2.2864271220718906,0.0
11.1553316794256,-26.923721986828603,-6.201264361292866,-9.14684727125823,-2.4005326508819573,-7.492336586425883,1.9707539187888523,-0.3257197966677935,0.370725540825055,0.9635457123413548,-4.203925624278688,-3.955862182086331,1.0
9.1131042335882,-26.984203155326043,-5.030476417977413,-7.0917840918771615,1.3778820268423586,-3.21326476425891,2.009771030455236,-3.483642341770484,-4.371309840244179,-1.1554743559898502,-4.072048501933685,-4.639553147278237,2.0
10.371325437886984,-23.676412601227423,-5.261868404812139,-7.19321323200596,-3.715340460309175,-13.919314827150409,-2.3304347863491777,-2.4561962447616783,-0.6241489094365521,5.181674481374196,1.2711002185607296,-2.9163373261494008,3.0
9.707724305253148,-26.795521260059484,-11.9500159181525,-10.741683621858057,-4.594933043898894,-9.539270197058212,4.22172504544299,-2.428039188265551,-2.7126794285411,2.0393852770522325,-2.467262878473171,-0.4824205507972501,4.0
11.334597843638043,-25.801882223137987,-11.371658977088694,-7.498136860123123,-1.5006168119759389,-9.513688739784646,5.110169942340333,-4.432198223075754,-7.178402685358339,1.9725401196645225,-3.086754541998713,-5.359038486557254,5.0
12.743787556923047,-26.24170108095272,-14.399093857397665,-1.876996390205956,2.454964315877685,-9.469274169240975,11.823639854012468,-3.1468113745677435,-9.463830840250337,5.970008345293441,-0.6182632278223776,-7.858126468523044,6.0
9.624944469472505,-28.49895590521525,-10.427024387851368,-9.143064368729132,-1.6568997061402302,-7.039520734762039,3.4046024779498327,-8.283719576545447,-10.737530178520752,0.0378785306568607,-0.5981791880720231,-1.8338135874031407,7.0
12.328317586517995,-29.70671719735684,-8.623903056271553,-6.791428215033238,0.1522627269214977,-5.502490747710498,3.754763708521806,-4.612322009264728,-5.848405633938939,-0.1864346779461224,-1.0430250421312328,-2.098531741283931,8.0
9.865023099367198,-24.9492889437181,-10.483103211811269,-8.59230701731319,-0.904235438583286,-7.95922429947209,3.546683124124031,-4.62579877290606,-5.591496937470347,2.525333176933391,-1.0018914663793697,-1.6853231873820549,9.0
9.261662802152124,-28.01000736720292,-5.694940098257113,-7.495891112090826,-1.9896049603896344,-8.89398885151351,-2.0282026121952974,-7.997055097998867,-6.507817359762946,-0.5782194728612775,-2.0660018117504104,-2.230365023712128,0.0
11.04056499527055,-25.98913897426256,-6.401714793093229,-9.743711804749324,-4.801926812797916,-9.287581181229632,2.915284917136036,-0.4303049768040373,-1.1014823675464718,-0.0439745172246194,-3.5481166823783243,-2.9240610398905016,1.0
10.501212402857377,-23.80627506459243,-5.436432878705489,-7.721415485644836,-0.3984624088135654,-5.337119175727067,1.8182763572515763,-5.405467171787154,-6.88956785701307,-0.6966796463122373,-3.502350721167524,-6.753279631942049,2.0
9.537380865756868,-25.96141659842813,-7.406811309514467,-10.03172285479928,-4.847800906685811,-14.035135465926777,-5.620733514963935,-4.509042253119321,0.2234442412636259,4.325307631274319,0.3046691393994286,-3.1806933374162187,3.0
8.91757457469847,-29.675046907705795,-7.602516450121194,-11.228243432452697,-3.728607888010816,-7.660774713519411,1.2848410368371188,-2.6364261579587907,-4.822258973590221,0.5360653758844186,2.253665599473041,-1.2863459154238617,4.0
10.76249430480044,-26.219391750880373,-8.280527318702088,-9.39729714476456,-1.176037351726517,-6.6998219175814,2.59118247897869,-3.195652976703552,-3.574916061172717,1.607823139176231,-1.5845996780778793,-3.8476883909154944,5.0
12.41610483074594,-29.3991255892454,-9.709194307286277,-5.185069505237596,-0.5822210604166304,-8.714408735194006,9.417114793192004,-0.4136381896813551,-8.937509339175305,2.4859451320942894,2.384564525441877,-4.668369263504904,6.0
8.071218985274871,-26.31109810307404,-9.486107414270688,-8.901058044442848,-1.3927215734708602,-6.495688520823063,2.5494626972329577,-6.165395970788281,-5.541826575835299,4.021990896010232,2.066344638114786,-1.661154505259849,7.0
11.01091325410986,-27.87622541988524,-7.845037676459441,-4.726319445847228,2.1962622688757563,-4.637241481578641,5.415138553063076,-4.535269051436459,-7.642197921879214,1.8955866221244224,1.420223521898692,-2.60397351544237,8.0
9.608986189595196,-21.329053698835686,-12.039381269047237,-8.501368214775978,-1.390148894849102,-10.014234538632142,3.0690279617517304,-5.391520872844547,-6.252838505792785,4.42623213309495,0.2073654989543623,-2.1003234935901567,9.0
9.427661301034515,-21.053778670481822,-4.355335755734524,-3.09191499844662,0.827523988779546,-7.45679053643982,1.100542985540584,-7.103862215782727,-5.108468363584322,3.0036071967150377,-2.364463932232653,-1.22671127324771,0.0
11.434767849964256,-11.91092796765376,-0.6561153712142896,-1.633045460691641,3.5058477525517087,-3.1761622702999888,8.56505868962345,5.054928259626922,4.061283028615934,7.673255651576674,-0.5778622434191953,-0.9509998288008924,1.0
10.56450493647942,-18.228056263389387,-4.9587926490749465,-5.676467837098396,2.638626618693993,-4.16409514850969,2.6541751947934307,-3.916869890278698,-3.6279225100559582,2.286404602095506,-4.058504737815992,-5.390511246986587,2.0
9.589707578222743,-28.64670181763605,-7.873493931315291,-10.694496261706764,-3.647126063830169,-12.209963767261724,-4.638993104620221,-4.115624976184042,0.1691593470241458,3.898750154436334,-0.4902672193088161,-3.1746277301725008,3.0
9.07267845683543,-24.951409413411696,-9.515498781823023,-10.707617772126737,-4.436943332881365,-9.317448913960252,2.3500251845355864,-1.864928380981159,-1.791419814980815,3.171131752634926,-0.959289708636096,-1.1233138677461558,4.0
10.770928352326507,-27.52010699405684,-9.09408375423935,-9.433944634339037,-1.1175328836399083,-7.16204142989511,2.472011958530964,-2.9942979556485945,-3.501439883295382,0.5767222928976659,-2.8760422237372403,-3.2518424308284573,5.0
12.896543718059062,-31.17272577736582,-11.150325560120743,-2.6930100259012453,0.8147598582434555,-9.375118068875455,8.039812251934034,-2.134711703299637,-9.635078232311251,1.8641996491311417,1.86077294030174,-5.423320482644135,6.0
10.137682595900785,-25.46577499711292,-10.186039597785395,-5.814899574899703,-0.8970094827601531,-8.352818659114833,4.977891892388644,-7.233711839779799,-8.598325001928753,2.9448116562893945,-0.810706561381424,-1.4404689406764493,7.0
10.866254079614292,-28.49446161258261,-9.628032055948704,-6.010657310346574,3.3489756210638464,-4.079487125618473,2.110531094509976,-5.8760479271804185,-6.496233793122692,-0.2462715595260436,-2.119826881822657,-4.002515946664236,8.0
9.514000379587712,-25.006109628061925,-8.190248577177478,-7.782328734996331,-2.1922238456157435,-8.014193545118989,2.6833280547015352,-5.385768616989158,-5.7699156308380095,0.1460731464821737,-3.048992433043699,-2.2971750266587603,9.0
9.784418985483866,-24.136880369375938,-5.627268566039091,-6.051208899313315,-0.1930181854152196,-8.77682245774728,-2.4401284437793,-7.587276038833873,-4.51188637164651,1.6268774967567448,-2.758435232731294,-3.321016821018248,0.0
11.232081368511516,-26.027709566171303,-5.385572178244494,-8.077082120947447,-1.6028459955236,-6.6645478182155,3.359004927019531,1.5575524864506685,0.809316266362734,0.7817386234241605,-2.8416871653868254,-3.1213968164894945,1.0
10.26253684951361,-23.317291264623552,-7.0233804403197215,-5.162477559637314,3.423204740476153,-4.88994516696349,2.295103146904855,-6.049114287417742,-4.682783652310324,1.192687473687655,-7.577021494435373,-6.560216604583925,2.0
9.054611154239476,-24.199141602074167,-8.28411451111339,-8.66710628319117,-2.7106382380518963,-13.392863205627622,-4.613812502956018,-4.0381328437867365,2.3152968587119904,5.294912681572767,-1.7121045316346264,-2.954417518860664,3.0
9.493288583793156,-25.41809778899921,-10.144005891985564,-10.336856433952253,-3.660320097099748,-9.748233220637651,1.493884618991416,-3.405488502563935,-3.9725676967416046,1.353736413962182,-2.520538304425266,-1.9333110020322373,4.0
11.267956256258952,-13.32974987282922,-4.630627035009629,-2.130615029867335,4.616601098775031,-3.7540785638595713,7.064755423344459,2.173832351419062,0.8634180869603172,5.289614160378706,-2.4731534184651056,-4.375027279551712,5.0
13.178846541641388,-19.693220472866347,-6.93299084599382,1.5154013499355288,2.383131864613776,-11.01859585019734,9.493643739210713,-0.7633300408346205,-10.179162721111256,4.759519927872771,3.0291982658577856,-6.7042686380252166,6.0
9.722366889208962,-26.585648057067303,-10.362096821038504,-7.53466000464533,-1.4784939973078908,-9.001951043047328,2.353688016326432,-6.4856793859244055,-7.737293413479258,0.6073522595104578,-2.062388563385688,-2.842487896840802,7.0
11.455976247081267,-29.33980073380477,-8.094760938718583,-5.7408455096091,3.178017232973816,-5.029867517990084,0.8176788408309337,-6.1574970941487255,-6.49682883836545,-2.274246821774867,-3.2223485690395,-3.141188844818026,8.0
9.147346746748212,-25.089234599240434,-10.357972520615355,-8.767213366234898,-0.2045569423145414,-6.300701846255933,2.892095894584135,-5.5755016811915095,-6.521968798554629,-1.0167542494659136,-4.408192495385595,-3.477887575252128,9.0
9.416265197359015,-20.93107511168424,-5.53345872582116,-4.2650044461478265,0.7541895427538337,-7.037770989318724,-1.125141393058316,-8.0952821763942,-5.997484025791817,0.460357805974584,-4.568758053356165,-4.205307989559596,0.0
10.547395579180955,-29.3985646144698,-7.460369745096924,-11.302559764211455,-4.747071088177309,-9.773185199334163,0.9582380106712488,-1.4184886615993606,-2.50394737244705,-1.809732391536596,-5.131160696471887,-4.656662219694501,1.0
10.053691861052029,-24.42932855204296,-5.730354900247844,-7.638474945005812,1.4305414135503358,-4.245501681694295,0.5709662381637125,-5.198148117140771,-5.827248618024131,-2.7674281919101182,-5.380917014803414,-5.667904786395219,2.0
10.139055529216275,-24.010856569649363,-9.619671620686772,-9.609113414454754,-1.071305426713525,-11.294919750728672,-3.9437884534308014,-2.7264405224481707,3.500725959752565,6.630935068947382,-1.2367166329469486,-5.197437285821728,3.0
9.06595622633575,-26.24145727381733,-9.670702446181142,-10.054887483742329,-3.839825002590618,-8.622823835542235,2.6167585991925613,-1.5686177109935922,-2.3069332247588386,1.7318857519033148,-0.262160360048073,-0.906080495110434,4.0
10.820751147762223,-26.07019601169745,-9.356763825263998,-10.831879646260582,0.0051941254257524,-5.355153852620451,2.460628932186287,-1.1319677392836205,-0.3750148349581237,2.550753717088877,-1.447315615683092,-4.170520897044659,5.0
